ProcessorLoad,MemoryUsage,OutBandwidth,Latency,CLPVariation
0.668,0.918,0.884,0.01,-0.765
0.354,0.501,0.609,0.265,0.765
0.678,0.866,0.016,0.149,-0.297
0.137,0.994,0.685,0.698,-0.761
0.51,0.018,0.732,0.343,0.765
0.073,0.608,0.64,0.551,0.765
0.632,0.579,0.337,0.755,0.756
0.834,0.063,0.198,0.545,-0.297
0.722,0.526,0.502,0.069,0.393
0.049,0.524,0.358,0.395,0.758
0.302,0.579,0.586,0.204,0.765
0.965,0.172,0.344,0.848,-0.554
0.515,0.028,0.788,0.857,0.762
0.523,0.973,0.137,0.56,-0.297
0.338,0.565,0.852,0.907,0.762
0.877,0.401,0.736,0.882,-0.762
0.586,0.513,0.762,0.714,0.743
0.697,0.559,0.18,0.393,0.758
0.847,0.86,0.695,0.296,-0.765
0.618,0.957,0.482,0.837,-0.762
0.109,0.729,0.479,0.165,0.54
0.039,0.868,0.487,0.564,-0.753
0.609,0.42,0.687,0.032,0.757
0.21,0.281,0.837,0.083,0.765
0.606,0.782,0.431,0.202,-0.52
0.158,0.125,0.383,0.281,0.761
0.193,0.243,0.646,0.94,0.761
0.891,0.869,0.982,0.47,-0.765
0.143,0.747,0.74,0.61,0.403
0.027,0.837,0.941,0.593,-0.765
0.585,0.614,0.571,0.07,0.23
0.919,0.605,0.358,0.289,-0.581
0.081,0.905,0.032,0.96,-0.297
0.484,0.783,0.003,0.273,0.344
0.056,0.382,0.397,0.45,0.762
0.387,0.348,0.605,0.06,0.765
0.369,0.834,0.194,0.257,-0.297
0.987,0.184,0.597,0.73,-0.761
0.316,0.38,0.793,0.916,0.762
0.181,0.046,0.143,0.956,0.765
0.788,0.776,0.272,0.927,-0.383
0.064,0.705,0.055,0.585,0.762
0.97,0.717,0.591,0.444,-0.765
0.369,0.312,0.616,0.761,0.761
0.534,0.328,0.622,0.49,0.765
0.863,0.104,0.593,0.675,-0.751
0.169,0.724,0.538,0.263,0.59
0.769,0.899,0.162,0.615,-0.297
0.462,0.534,0.63,0.43,0.6
0.352,0.828,0.538,0.905,-0.762
0.262,0.653,0.777,0.381,0.765
0.179,0.917,0.316,0.066,-0.507
0.717,0.404,0.372,0.658,0.751
0.689,0.725,0.859,0.302,0.028
0.961,0.209,0.398,0.162,-0.691
0.194,0.123,0.387,0.543,0.758
0.704,0.859,0.571,0.49,-0.765
0.17,0.107,0.037,0.346,0.765
0.417,0.866,0.319,0.277,-0.512
0.64,0.908,0.67,0.225,-0.765
0.993,0.033,0.967,0.86,-0.762
0.033,0.653,0.68,0.098,0.765
0.617,0.81,0.171,0.504,-0.297
0.237,0.283,0.609,0.712,0.761
0.746,0.789,0.749,0.118,-0.601
0.916,0.869,0.083,0.948,-0.297
0.484,0.914,0.482,0.813,-0.762
0.486,0.106,0.825,0.811,0.762
0.008,0.326,0.931,0.446,0.765
0.056,0.052,0.67,0.693,0.758
0.957,0.756,0.591,0.895,-0.761
0.01,0.876,0.421,0.896,-0.764
0.604,0.39,0.441,0.259,0.762
0.381,0.983,0.802,0.36,-0.765
0.783,0.207,0.734,0.697,0.218
0.327,0.469,0.965,0.639,0.746
0.543,0.392,0.673,0.954,0.762
0.031,0.014,0.187,0.131,0.765
0.536,0.705,0.781,0.508,0.21
0.6,0.244,0.323,0.623,0.752
0.696,0.932,0.993,0.249,-0.765
0.839,0.582,0.416,0.659,-0.757
0.389,0.127,0.428,0.748,0.764
0.277,0.395,0.978,0.189,0.765
0.149,0.641,0.563,0.274,0.765
0.708,0.144,0.089,0.927,0.76
0.459,0.308,0.521,0.34,0.76
0.249,0.488,0.63,0.432,0.765
0.212,0.24,0.275,0.318,0.753
0.978,0.374,0.4,0.27,-0.699
0.487,0.147,0.769,0.938,0.762
0.733,0.117,0.973,0.593,0.52
0.125,0.311,0.175,0.281,0.765
0.618,0.124,0.299,0.434,0.751
0.007,0.064,0.06,0.314,0.765
0.594,0.039,0.942,0.354,0.765
0.22,0.423,0.221,0.749,0.765
0.541,0.634,0.84,0.712,0.758
0.877,0.044,0.52,0.509,-0.765
0.353,0.119,0.208,0.318,0.765
0.761,0.231,0.412,0.954,0.756
0.558,0.02,0.054,0.663,0.765
0.888,0.45,0.036,0.939,-0.297
0.811,0.155,0.709,0.354,-0.765
0.888,0.645,0.184,0.523,-0.297
0.696,0.004,0.672,0.095,0.765
0.229,0.048,0.139,0.876,0.765
0.995,0.373,0.202,0.725,-0.304
0.78,0.937,0.418,0.444,-0.765
0.968,0.914,0.46,0.54,-0.751
0.478,0.139,0.924,0.403,0.765
0.278,0.998,0.354,0.178,-0.573
0.837,0.895,0.074,0.874,-0.297
0.462,0.833,0.646,0.089,-0.765
0.493,0.604,0.477,0.189,0.513
0.575,0.692,0.981,0.513,0.213
0.609,0.067,0.465,0.333,0.752
0.219,0.149,0.694,0.8,0.762
0.648,0.362,0.24,0.509,0.765
0.086,0.794,0.514,0.151,-0.417
0.036,0.708,0.357,0.625,0.756
0.401,0.498,0.625,0.225,0.765
0.534,0.912,0.864,0.586,-0.765
0.918,0.305,0.727,0.602,-0.765
0.148,0.896,0.693,0.176,-0.765
0.073,0.742,0.487,0.499,0.447
0.786,0.39,0.623,0.919,0.76
0.601,0.78,0.035,0.69,-0.143
0.805,0.578,0.759,0.783,-0.762
0.729,0.988,0.3,0.763,-0.483
0.298,0.279,0.774,0.35,0.765
0.119,0.919,0.713,0.906,-0.762
0.258,0.983,0.525,0.86,-0.762
0.73,0.169,0.871,0.584,0.544
0.252,0.753,0.576,0.531,0.343
0.94,0.463,0.351,0.257,-0.567
0.329,0.274,0.919,0.556,0.765
0.33,0.576,0.909,0.376,0.765
0.035,0.899,0.596,0.634,-0.749
0.846,0.284,0.63,0.995,-0.761
0.638,0.266,0.347,0.694,0.756
0.239,0.441,0.765,0.143,0.765
0.559,0.139,0.192,0.611,0.765
0.46,0.453,0.48,0.532,0.609
0.344,0.858,0.26,0.328,-0.423
0.208,0.632,0.856,0.312,0.765
0.091,0.102,0.186,0.844,0.765
0.403,0.517,0.64,0.998,0.761
0.328,0.126,0.52,0.856,0.762
0.242,0.293,0.816,0.871,0.762
0.659,0.78,0.601,0.187,-0.499
0.401,0.032,0.705,0.491,0.765
0.576,0.501,0.857,0.955,0.74
0.659,0.297,0.787,0.417,0.765
0.642,0.941,0.73,0.671,-0.749
0.422,0.609,0.11,0.865,0.763
0.23,0.329,0.1,0.897,0.765
0.159,0.132,0.503,0.221,0.75
0.85,0.072,0.608,0.459,-0.765
0.811,0.719,0.203,0.471,-0.307
0.19,0.455,0.929,0.911,0.762
0.959,0.634,0.716,0.732,-0.762
0.817,0.645,0.197,0.4,-0.297
0.024,0.027,0.398,0.871,0.763
0.232,0.542,0.189,0.317,0.765
0.339,0.513,0.389,0.694,0.761
0.202,0.118,0.175,0.932,0.765
0.328,0.457,0.877,0.728,0.762
0.593,0.181,0.695,0.237,0.765
0.122,0.927,0.855,0.819,-0.762
0.726,0.717,0.797,0.996,0.463
0.829,0.118,0.823,0.247,-0.765
0.939,0.353,0.137,0.686,-0.297
0.071,0.519,0.244,0.753,0.765
0.344,0.867,0.12,0.532,-0.297
0.093,0.788,0.476,0.44,-0.011
0.07,0.027,0.239,0.079,0.765
0.534,0.092,0.157,0.038,0.765
0.016,0.504,0.632,0.608,0.762
0.454,0.833,0.442,0.098,-0.762
0.226,0.27,0.667,0.231,0.765
0.189,0.319,0.303,0.529,0.751
0.094,0.365,0.609,0.623,0.755
0.603,0.078,0.88,0.474,0.765
0.081,0.505,0.29,0.657,0.749
0.936,0.727,0.798,0.84,-0.762
0.498,0.773,0.605,0.396,0.214
0.312,0.941,0.867,0.647,-0.741
0.431,0.145,0.227,0.691,0.765
0.795,0.16,0.629,0.426,-0.606
0.651,0.314,0.957,0.234,0.765
0.966,0.857,0.826,0.948,-0.762
0.904,0.342,0.256,0.151,-0.417
0.146,0.004,0.27,0.966,0.755
0.08,0.107,0.634,0.349,0.765
0.153,0.166,0.379,0.535,0.758
0.96,0.64,0.137,0.941,-0.297
0.962,0.135,0.55,0.965,-0.762
0.492,0.66,0.517,0.241,0.362
0.642,0.977,0.242,0.798,-0.397
0.899,0.94,0.767,0.437,-0.765
0.799,0.52,0.807,0.076,-0.765
0.818,0.132,0.3,0.146,-0.483
0.423,0.574,0.78,0.56,0.765
0.02,0.315,0.707,0.175,0.765
0.554,0.935,0.97,0.779,-0.762
0.727,0.584,0.206,0.003,0.282
0.402,0.273,0.331,0.687,0.754
0.347,0.708,0.62,0.456,0.681
0.55,0.75,0.041,0.799,0.134
0.585,0.309,0.17,0.012,0.765
0.981,0.792,0.207,0.064,-0.32
0.969,0.762,0.4,0.084,-0.699
0.295,0.559,0.09,0.576,0.765
0.382,0.875,0.724,0.558,-0.765
0.22,0.047,0.412,0.998,0.764
0.912,0.656,0.111,0.593,-0.297
0.938,0.719,0.35,0.537,-0.508
0.945,0.806,0.648,0.768,-0.761
0.567,0.0,0.364,0.227,0.759
0.515,0.54,0.057,0.752,0.744
0.483,0.708,0.703,0.492,0.301
0.16,0.688,0.874,0.826,0.762
0.789,0.239,0.082,0.819,0.046
0.362,0.415,0.197,0.596,0.765
0.129,0.53,0.138,0.887,0.765
0.403,0.075,0.528,0.82,0.762
0.852,0.85,0.635,0.277,-0.765
0.534,0.743,0.803,0.129,0.059
0.723,0.747,0.757,0.573,-0.043
0.157,0.466,0.888,0.408,0.765
0.519,0.214,0.32,0.567,0.749
0.101,0.221,0.309,0.317,0.752
0.055,0.882,0.569,0.85,-0.762
0.721,0.369,0.042,0.975,0.755
0.494,0.717,0.698,0.625,0.366
0.359,0.517,0.26,0.88,0.759
0.526,0.484,0.899,0.592,0.514
0.419,0.195,0.652,0.534,0.765
0.901,0.524,0.47,0.099,-0.749
0.18,0.125,0.264,0.659,0.758
0.397,0.706,0.894,0.003,0.616
0.77,0.195,0.331,0.587,0.752
0.012,0.568,0.813,0.684,0.754
0.861,0.77,0.841,0.358,-0.765
0.581,0.515,0.475,0.918,0.744
0.616,0.005,0.858,0.956,0.762
0.918,0.502,0.376,0.026,-0.623
0.274,0.171,0.041,0.617,0.765
0.934,0.851,0.865,0.584,-0.765
0.43,0.72,0.996,0.826,0.739
0.02,0.182,0.4,0.429,0.762
0.494,0.317,0.673,0.656,0.743
0.224,0.466,0.68,0.323,0.765
0.834,0.964,0.983,0.185,-0.765
0.575,0.2,0.678,0.239,0.765
0.106,0.203,0.752,0.643,0.743
0.483,0.244,0.799,0.988,0.762
0.547,0.624,0.198,0.96,0.758
0.567,0.741,0.956,0.899,0.198
0.734,0.09,0.22,0.439,0.744
0.611,0.427,0.839,0.337,0.717
0.928,0.319,0.337,0.955,-0.541
0.282,0.295,0.166,0.441,0.765
0.284,0.417,0.392,0.353,0.762
0.878,0.609,0.223,0.084,-0.362
0.334,0.167,0.596,0.944,0.761
0.869,0.192,0.554,0.526,-0.765
0.397,0.99,0.196,0.948,-0.297
0.999,0.382,0.212,0.625,-0.335
0.577,0.881,0.181,0.632,-0.297
0.798,0.335,0.979,0.697,-0.657
0.716,0.486,0.687,0.509,0.277
0.609,0.816,0.07,0.542,-0.297
0.644,0.583,0.411,0.131,0.762
0.411,0.452,0.477,0.374,0.745
0.963,0.844,0.566,0.499,-0.765
0.841,0.59,0.648,0.086,-0.765
0.935,0.604,0.936,0.144,-0.765
0.136,0.932,0.296,0.074,-0.477
0.519,0.528,0.236,0.138,0.745
0.351,0.201,0.357,0.578,0.755
0.037,0.485,0.731,0.004,0.765
0.363,0.027,0.32,0.337,0.754
0.438,0.372,0.98,0.593,0.765
0.371,0.16,0.396,0.433,0.762
0.475,0.783,0.423,0.479,0.472
0.613,0.848,0.199,0.345,-0.297
0.558,0.371,0.148,0.81,0.765
0.415,0.301,0.475,0.42,0.745
0.302,0.059,0.005,0.507,0.765
0.79,0.95,0.47,0.435,-0.748
0.13,0.862,0.005,0.487,-0.297
0.299,0.72,0.828,0.412,0.62
0.748,0.32,0.521,0.914,0.741
0.471,0.892,0.445,0.667,-0.762
0.609,0.806,0.192,0.23,-0.297
0.709,0.247,0.523,0.362,0.7
0.01,0.75,0.943,0.207,0.374
0.926,0.093,0.31,0.697,-0.498
0.443,0.118,0.335,0.04,0.755
0.664,0.057,0.924,0.518,0.765
0.387,0.112,0.942,0.76,0.762
0.991,0.278,0.991,0.25,-0.765
0.371,0.59,0.124,0.392,0.765
0.469,0.242,0.442,0.404,0.762
0.761,0.19,0.367,0.629,0.756
0.191,0.788,0.296,0.78,-0.133
0.322,0.123,0.454,0.982,0.762
0.89,0.531,0.42,0.877,-0.764
0.426,0.478,0.298,0.95,0.75
0.894,0.539,0.781,0.146,-0.765
0.692,0.265,0.947,0.306,0.765
0.976,0.263,0.979,0.963,-0.762
0.192,0.481,0.339,0.797,0.756
0.266,0.943,0.969,0.069,-0.765
0.03,0.773,0.55,0.86,0.761
0.546,0.97,0.094,0.24,-0.297
0.351,0.213,0.647,0.117,0.765
0.739,0.018,0.437,0.376,0.74
0.921,0.272,0.159,0.707,-0.297
0.067,0.396,0.563,0.749,0.762
0.574,0.767,0.642,0.788,-0.21
0.641,0.398,0.814,0.247,0.75
0.077,0.98,0.444,0.666,-0.762
0.438,0.498,0.476,0.353,0.67
0.398,0.034,0.138,0.653,0.765
0.116,0.872,0.645,0.65,-0.741
0.818,0.202,0.468,0.83,-0.762
0.854,0.55,0.576,0.842,-0.762
0.528,0.692,0.203,0.259,0.762
0.355,0.964,0.997,0.763,-0.762
0.764,0.518,0.265,0.387,0.348
0.081,0.173,0.951,0.466,0.765
0.016,0.73,0.611,0.252,0.544
0.471,0.157,0.085,0.258,0.765
0.655,0.433,0.695,0.072,0.568
0.882,0.113,0.643,0.722,-0.761
0.456,0.926,0.678,0.714,-0.761
0.036,0.219,0.334,0.832,0.755
0.081,0.69,0.301,0.292,0.751
0.093,0.117,0.251,0.412,0.764
0.18,0.495,0.112,0.544,0.765
0.131,0.308,0.431,0.791,0.763
0.074,0.772,0.897,0.251,0.209
0.452,0.048,0.07,0.881,0.765
0.305,0.649,0.938,0.657,0.743
0.462,0.406,0.814,0.599,0.765
0.91,0.003,0.657,0.707,-0.761
0.271,0.615,0.999,0.676,0.751
0.654,0.097,0.137,0.533,0.765
0.446,0.996,0.276,0.01,-0.447
0.389,0.17,0.806,0.231,0.765
0.68,0.345,0.467,0.612,0.748
0.36,0.533,0.7,0.479,0.765
0.579,0.434,0.493,0.359,0.687
0.824,0.891,0.629,0.449,-0.765
0.961,0.273,0.474,0.725,-0.762
0.492,0.176,0.049,0.033,0.765
0.58,0.659,0.654,0.48,0.208
0.113,0.765,0.197,0.997,0.76
0.091,0.833,0.853,0.203,-0.765
0.41,0.077,0.259,0.197,0.76
0.399,0.982,0.039,0.326,-0.297
0.295,0.578,0.37,0.651,0.758
0.108,0.7,0.084,0.025,0.765
0.84,0.688,0.144,0.718,-0.297
0.78,0.659,0.927,0.623,-0.356
0.837,0.717,0.906,0.42,-0.765
0.152,0.053,0.887,0.156,0.765
0.368,0.921,0.532,0.902,-0.762
0.399,0.209,0.511,0.356,0.755
0.3,0.656,0.333,0.91,0.755
0.899,0.333,0.948,0.851,-0.762
0.974,0.076,0.52,0.331,-0.759
0.51,0.45,0.289,0.159,0.749
0.404,0.427,0.384,0.454,0.76
0.62,0.865,0.117,0.119,-0.297
0.135,0.126,0.657,0.74,0.762
0.443,0.12,0.126,0.608,0.765
0.252,0.734,0.882,0.088,0.513
0.613,0.516,0.142,0.535,0.747
0.374,0.568,0.222,0.008,0.765
0.394,0.694,0.084,0.06,0.753
0.794,0.4,0.869,0.269,-0.185
0.497,0.954,0.713,0.611,-0.76
0.43,0.21,0.272,0.65,0.754
0.725,0.528,0.385,0.848,0.76
0.442,0.11,0.167,0.351,0.765
0.179,0.015,0.424,0.438,0.764
0.978,0.077,0.945,0.692,-0.758
0.012,0.076,0.627,0.337,0.765
0.258,0.392,0.9,0.479,0.765
0.321,0.998,0.459,0.45,-0.754
0.74,0.396,0.457,0.362,0.75
0.171,0.069,0.706,0.544,0.765
0.096,0.833,0.497,0.252,-0.746
0.609,0.187,0.396,0.124,0.762
0.458,0.053,0.158,0.704,0.765
0.582,0.53,0.904,0.643,0.437
0.096,0.867,0.71,0.338,-0.765
0.308,0.666,0.705,0.398,0.765
0.703,0.786,0.324,0.479,-0.322
0.335,0.389,0.515,0.057,0.757
0.095,0.259,0.004,0.589,0.765
0.721,0.255,0.629,0.427,0.612
0.425,0.726,0.189,0.119,0.741
0.765,0.81,0.087,0.941,-0.297
0.098,0.059,0.816,0.086,0.765
0.691,0.04,0.496,0.268,0.746
0.627,0.709,0.203,0.142,0.553
0.445,0.693,0.779,0.949,0.74
0.531,0.475,0.58,0.145,0.548
0.026,0.901,0.335,0.817,-0.538
0.507,0.693,0.274,0.669,0.754
0.89,0.588,0.867,0.638,-0.746
0.014,0.739,0.574,0.647,0.472
0.099,0.639,0.6,0.264,0.765
0.324,0.841,0.514,0.036,-0.756
0.66,0.669,0.517,0.419,0.315
0.079,0.688,0.438,0.653,0.763
0.95,0.539,0.691,0.169,-0.765
0.385,0.697,0.765,0.9,0.754
0.808,0.06,0.156,0.255,-0.297
0.035,0.085,0.429,0.247,0.764
0.101,0.765,0.931,0.221,0.212
0.574,0.383,0.315,0.067,0.753
0.812,0.31,0.285,0.382,-0.46
0.319,0.098,0.456,0.977,0.762
0.374,0.447,0.527,0.357,0.763
0.915,0.984,0.408,0.288,-0.729
0.116,0.901,0.426,0.284,-0.764
0.18,0.195,0.044,0.009,0.765
0.079,0.339,0.78,0.156,0.765
0.053,0.421,0.259,0.494,0.76
0.904,0.216,0.345,0.714,-0.55
0.593,0.051,0.159,0.344,0.765
0.434,0.915,0.095,0.173,-0.297
0.902,0.923,0.968,0.972,-0.762
0.268,0.733,0.978,0.701,0.744
0.152,0.633,0.273,0.327,0.754
0.258,0.402,0.275,0.833,0.753
0.89,0.972,0.627,0.607,-0.762
0.299,0.264,0.284,0.172,0.75
0.79,0.112,0.598,0.805,-0.227
0.13,0.848,0.415,0.031,-0.759
0.07,0.297,0.352,0.214,0.757
0.153,0.755,0.813,0.377,0.322
0.728,0.038,0.785,0.752,0.748
0.098,0.908,0.3,0.235,-0.483
0.735,0.339,0.475,0.597,0.519
0.126,0.118,0.038,0.101,0.765
0.565,0.14,0.234,0.002,0.765
0.705,0.235,0.285,0.953,0.749
0.92,0.217,0.169,0.346,-0.297
0.26,0.328,0.432,0.11,0.763
0.317,0.262,0.169,0.677,0.765
0.932,0.719,0.452,0.784,-0.762
0.559,0.693,0.329,0.245,0.755
0.937,0.059,0.425,0.611,-0.764
0.069,0.394,0.281,0.577,0.754
0.218,0.285,0.228,0.107,0.765
0.116,0.907,0.263,0.076,-0.428
0.166,0.837,0.668,0.927,-0.762
0.791,0.341,0.655,0.315,-0.157
0.125,0.376,0.205,0.358,0.765
0.204,0.273,0.398,0.102,0.763
0.824,0.339,0.769,0.497,-0.765
0.036,0.93,0.113,0.523,-0.297
0.802,0.623,0.748,0.398,-0.765
0.778,0.579,0.811,0.904,-0.428
0.018,0.883,0.944,0.098,-0.765
0.621,0.097,0.721,0.326,0.765
0.772,0.188,0.146,0.251,0.762
0.218,0.886,0.035,0.058,-0.297
0.75,0.34,0.653,0.796,0.74
0.752,0.689,0.65,0.745,0.099
0.468,0.444,0.059,0.322,0.758
0.861,0.566,0.882,0.425,-0.765
0.69,0.213,0.425,0.994,0.764
0.405,0.935,0.698,0.88,-0.762
0.504,0.065,0.046,0.21,0.765
0.402,0.844,0.208,0.815,-0.323
0.248,0.719,0.732,0.69,0.754
0.791,0.299,0.044,0.445,0.054
0.731,0.48,0.724,0.536,0.265
0.065,0.425,0.546,0.068,0.765
0.659,0.078,0.58,0.841,0.761
0.496,0.061,0.864,0.512,0.765
0.866,0.43,0.893,0.135,-0.765
0.49,0.802,0.89,0.788,-0.762
0.895,0.165,0.281,0.084,-0.454
0.758,0.482,0.322,0.475,0.752
0.19,0.149,0.443,0.254,0.762
0.713,0.217,0.64,0.527,0.671
0.028,0.806,0.624,0.063,-0.765
0.961,0.785,0.796,0.591,-0.765
0.598,0.612,0.164,0.084,0.758
0.655,0.705,0.677,0.57,0.176
0.035,0.656,0.94,0.423,0.765
0.767,0.385,0.792,0.786,0.746
0.188,0.252,0.593,0.096,0.765
0.819,0.775,0.188,0.779,-0.297
0.29,0.073,0.213,0.046,0.765
0.086,0.767,0.813,0.995,0.761
0.581,0.36,0.914,0.814,0.762
0.422,0.712,0.798,0.926,0.742
0.674,0.99,0.52,0.975,-0.762
0.276,0.315,0.638,0.287,0.765
0.434,0.754,0.532,0.083,0.421
0.244,0.633,0.785,0.733,0.762
0.825,0.645,0.875,0.927,-0.762
0.672,0.656,0.408,0.906,0.763
0.512,0.478,0.836,0.808,0.746
0.608,0.772,0.83,0.403,-0.385
0.768,0.657,0.122,0.973,-0.02
0.188,0.468,0.63,0.077,0.765
0.92,0.538,0.645,0.505,-0.765
0.332,0.194,0.777,0.344,0.765
0.772,0.837,0.574,0.186,-0.765
0.625,0.035,0.564,0.685,0.755
0.857,0.841,0.984,0.749,-0.762
0.962,0.273,0.326,0.907,-0.523
0.699,0.108,0.349,0.994,0.757
0.126,0.032,0.86,0.324,0.765
0.846,0.503,0.037,0.019,-0.297
0.775,0.908,0.133,0.611,-0.297
0.407,0.501,0.618,0.35,0.765
0.875,0.951,0.076,0.642,-0.297
0.034,0.33,0.582,0.065,0.765
0.177,0.851,0.286,0.715,-0.462
0.159,0.848,0.053,0.839,-0.297
0.792,0.225,0.992,0.973,-0.327
0.054,0.491,0.796,0.367,0.765
0.291,0.449,0.315,0.072,0.753
0.865,0.418,0.628,0.338,-0.765
0.053,0.919,0.989,0.436,-0.765
0.901,0.278,0.879,0.168,-0.765
0.489,0.604,0.949,0.859,0.741
0.604,0.719,0.344,0.601,0.392
0.364,0.431,0.7,0.474,0.765
0.58,0.323,0.561,0.865,0.762
0.231,0.613,0.947,0.449,0.765
0.539,0.261,0.332,0.278,0.755
0.155,0.603,0.783,0.649,0.74
0.267,0.647,0.97,0.992,0.762
0.26,0.018,0.019,0.193,0.765
0.088,0.915,0.895,0.975,-0.762
0.303,0.597,0.461,0.533,0.75
0.229,0.167,0.615,0.456,0.765
0.535,0.722,0.722,0.874,0.758
0.779,0.146,0.189,0.761,0.387
0.039,0.212,0.934,0.64,0.745
0.137,0.945,0.639,0.646,-0.742
0.304,0.765,0.629,0.587,0.272
0.633,0.181,0.999,0.459,0.765
0.018,0.245,0.394,0.603,0.761
0.075,0.569,0.462,0.132,0.754
0.57,0.881,0.592,0.732,-0.761
0.415,0.985,0.286,0.824,-0.462
0.343,0.886,0.112,0.42,-0.297
0.247,0.444,0.469,0.505,0.746
0.16,0.142,0.9,0.482,0.765
0.839,0.481,0.92,0.943,-0.762
0.987,0.995,0.823,0.461,-0.765
0.937,0.243,0.173,0.578,-0.297
0.388,0.913,0.734,0.428,-0.765
0.115,0.721,0.317,0.333,0.753
0.807,0.123,0.134,0.178,-0.297
0.562,0.423,0.415,0.738,0.765
0.442,0.462,0.45,0.627,0.759
0.712,0.309,0.385,0.125,0.758
0.102,0.915,0.428,0.673,-0.764
0.629,0.964,0.755,0.747,-0.762
0.423,0.915,0.694,0.71,-0.761
0.524,0.173,0.493,0.486,0.752
0.877,0.233,0.454,0.012,-0.759
0.161,0.353,0.905,0.945,0.762
0.32,0.077,0.867,0.018,0.765
0.532,0.527,0.409,0.756,0.748
0.201,0.456,0.928,0.82,0.762
0.959,0.487,0.217,0.109,-0.348
0.846,0.664,0.604,0.894,-0.761
